# T  muB  muS  muQ  dnB
  8.800000e+01   8.315000e+02   0.000000e+00  -6.700000e+01   5.054918e-01
  8.800000e+01   8.315000e+02   0.000000e+00  -6.600000e+01   5.062893e-01
  8.800000e+01   8.315000e+02   0.000000e+00  -6.500000e+01   5.071119e-01
  8.800000e+01   8.315000e+02   0.000000e+00  -6.400000e+01   5.079594e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -6.300000e+01   4.578253e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -6.200000e+01   4.610977e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -6.100000e+01   4.645893e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -6.000000e+01   4.683022e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.900000e+01   4.722381e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.800000e+01   4.763988e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.700000e+01   4.807859e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.600000e+01   4.854010e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.500000e+01   4.902452e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.400000e+01   4.953199e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.300000e+01   5.006261e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.200000e+01   5.061646e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.100000e+01   5.088208e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -5.000000e+01   5.100011e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -4.900000e+01   5.112053e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -4.800000e+01   5.124334e-01
  8.800000e+01   8.305000e+02   0.000000e+00  -4.700000e+01   5.136852e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.600000e+01   4.637028e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.500000e+01   4.703327e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.400000e+01   4.771935e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.300000e+01   4.842848e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.200000e+01   4.916059e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.100000e+01   4.991560e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -4.000000e+01   5.069341e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -3.900000e+01   5.121177e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -3.800000e+01   5.135629e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -3.700000e+01   5.150316e-01
  8.800000e+01   8.295000e+02   0.000000e+00  -3.600000e+01   5.165237e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -3.500000e+01   4.696609e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -3.400000e+01   4.782724e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -3.300000e+01   4.870991e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -3.200000e+01   4.961389e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -3.100000e+01   5.053894e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -3.000000e+01   5.136067e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -2.900000e+01   5.152487e-01
  8.800000e+01   8.285000e+02   0.000000e+00  -2.800000e+01   5.169131e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.700000e+01   4.675398e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.600000e+01   4.773406e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.500000e+01   4.873356e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.400000e+01   4.975219e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.300000e+01   5.078963e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.200000e+01   5.150872e-01
  8.800000e+01   8.275000e+02   0.000000e+00  -2.100000e+01   5.168952e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -2.000000e+01   4.661521e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -1.900000e+01   4.768201e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -1.800000e+01   4.876601e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -1.700000e+01   4.986684e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -1.600000e+01   5.098413e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -1.500000e+01   5.159974e-01
  8.800000e+01   8.265000e+02   0.000000e+00  -1.400000e+01   5.179430e-01
  8.800000e+01   8.255000e+02   0.000000e+00  -1.300000e+01   4.731157e-01
  8.800000e+01   8.255000e+02   0.000000e+00  -1.200000e+01   4.845225e-01
  8.800000e+01   8.255000e+02   0.000000e+00  -1.100000e+01   4.960765e-01
  8.800000e+01   8.255000e+02   0.000000e+00  -1.000000e+01   5.077739e-01
  8.800000e+01   8.255000e+02   0.000000e+00  -9.000000e+00   5.158785e-01
  8.800000e+01   8.255000e+02   0.000000e+00  -8.000000e+00   5.179357e-01
  8.800000e+01   8.245000e+02   0.000000e+00  -7.000000e+00   4.754511e-01
  8.800000e+01   8.245000e+02   0.000000e+00  -6.000000e+00   4.873304e-01
  8.800000e+01   8.245000e+02   0.000000e+00  -5.000000e+00   4.993355e-01
  8.800000e+01   8.245000e+02   0.000000e+00  -4.000000e+00   5.114623e-01
  8.800000e+01   8.245000e+02   0.000000e+00  -3.000000e+00   5.165098e-01
  8.800000e+01   8.235000e+02   0.000000e+00  -2.000000e+00   4.708994e-01
  8.800000e+01   8.235000e+02   0.000000e+00  -1.000000e+00   4.830460e-01
  8.800000e+01   8.235000e+02   0.000000e+00   0.000000e+00   4.953012e-01
  8.800000e+01   8.235000e+02   0.000000e+00   1.000000e+00   5.076609e-01
  8.800000e+01   8.235000e+02   0.000000e+00   2.000000e+00   5.156142e-01
  8.800000e+01   8.225000e+02   0.000000e+00   3.000000e+00   4.703346e-01
  8.800000e+01   8.225000e+02   0.000000e+00   4.000000e+00   4.826906e-01
  8.800000e+01   8.225000e+02   0.000000e+00   5.000000e+00   4.951386e-01
  8.800000e+01   8.225000e+02   0.000000e+00   6.000000e+00   5.076746e-01
  8.800000e+01   8.225000e+02   0.000000e+00   7.000000e+00   5.152313e-01
  8.800000e+01   8.215000e+02   0.000000e+00   8.000000e+00   4.732539e-01
  8.800000e+01   8.215000e+02   0.000000e+00   9.000000e+00   4.857631e-01
  8.800000e+01   8.215000e+02   0.000000e+00   1.000000e+01   4.983485e-01
  8.800000e+01   8.215000e+02   0.000000e+00   1.100000e+01   5.109949e-01
  8.800000e+01   8.205000e+02   0.000000e+00   1.200000e+01   4.666455e-01
  8.800000e+01   8.205000e+02   0.000000e+00   1.300000e+01   4.791778e-01
  8.800000e+01   8.205000e+02   0.000000e+00   1.400000e+01   4.917595e-01
  8.800000e+01   8.205000e+02   0.000000e+00   1.500000e+01   5.044019e-01
  8.800000e+01   8.195000e+02   0.000000e+00   1.600000e+01   4.625062e-01
  8.800000e+01   8.195000e+02   0.000000e+00   1.700000e+01   4.750305e-01
  8.800000e+01   8.195000e+02   0.000000e+00   1.800000e+01   4.876090e-01
  8.800000e+01   8.195000e+02   0.000000e+00   1.900000e+01   5.002380e-01
  8.800000e+01   8.185000e+02   0.000000e+00   2.000000e+01   4.605665e-01
  8.800000e+01   8.185000e+02   0.000000e+00   2.100000e+01   4.730745e-01
  8.800000e+01   8.185000e+02   0.000000e+00   2.200000e+01   4.856268e-01
  8.800000e+01   8.185000e+02   0.000000e+00   2.300000e+01   4.982202e-01
  8.800000e+01   8.175000e+02   0.000000e+00   2.400000e+01   4.605810e-01
  8.800000e+01   8.175000e+02   0.000000e+00   2.500000e+01   4.730505e-01
  8.800000e+01   8.175000e+02   0.000000e+00   2.600000e+01   4.855554e-01
  8.800000e+01   8.175000e+02   0.000000e+00   2.700000e+01   4.980928e-01
  8.800000e+01   8.165000e+02   0.000000e+00   2.800000e+01   4.623136e-01
  8.800000e+01   8.165000e+02   0.000000e+00   2.900000e+01   4.747246e-01
  8.800000e+01   8.165000e+02   0.000000e+00   3.000000e+01   4.871628e-01
  8.800000e+01   8.155000e+02   0.000000e+00   3.100000e+01   4.532397e-01
  8.800000e+01   8.155000e+02   0.000000e+00   3.200000e+01   4.655517e-01
  8.800000e+01   8.155000e+02   0.000000e+00   3.300000e+01   4.778860e-01
  8.800000e+01   8.155000e+02   0.000000e+00   3.400000e+01   4.902400e-01
  8.800000e+01   8.145000e+02   0.000000e+00   3.500000e+01   4.578780e-01
  8.800000e+01   8.145000e+02   0.000000e+00   3.600000e+01   4.701039e-01
  8.800000e+01   8.145000e+02   0.000000e+00   3.700000e+01   4.823451e-01
  8.800000e+01   8.135000e+02   0.000000e+00   3.800000e+01   4.515604e-01
  8.800000e+01   8.135000e+02   0.000000e+00   3.900000e+01   4.636738e-01
  8.800000e+01   8.135000e+02   0.000000e+00   4.000000e+01   4.757985e-01
  8.800000e+01   8.125000e+02   0.000000e+00   4.100000e+01   4.464698e-01
  8.800000e+01   8.125000e+02   0.000000e+00   4.200000e+01   4.584669e-01
  8.800000e+01   8.125000e+02   0.000000e+00   4.300000e+01   4.704716e-01
  8.800000e+01   8.125000e+02   0.000000e+00   4.400000e+01   4.824818e-01
  8.800000e+01   8.115000e+02   0.000000e+00   4.500000e+01   4.543667e-01
  8.800000e+01   8.115000e+02   0.000000e+00   4.600000e+01   4.662485e-01
  8.800000e+01   8.115000e+02   0.000000e+00   4.700000e+01   4.781305e-01
  8.800000e+01   8.105000e+02   0.000000e+00   4.800000e+01   4.512665e-01
  8.800000e+01   8.105000e+02   0.000000e+00   4.900000e+01   4.630181e-01
  8.800000e+01   8.105000e+02   0.000000e+00   5.000000e+01   4.747688e-01
  8.800000e+01   8.095000e+02   0.000000e+00   5.100000e+01   4.490646e-01
  8.800000e+01   8.095000e+02   0.000000e+00   5.200000e+01   4.606879e-01
  8.800000e+01   8.095000e+02   0.000000e+00   5.300000e+01   4.723075e-01
  8.800000e+01   8.085000e+02   0.000000e+00   5.400000e+01   4.476809e-01
  8.800000e+01   8.085000e+02   0.000000e+00   5.500000e+01   4.591739e-01
  8.800000e+01   8.075000e+02   0.000000e+00   5.600000e+01   4.356688e-01
  8.800000e+01   8.075000e+02   0.000000e+00   5.700000e+01   4.470370e-01
  8.800000e+01   8.075000e+02   0.000000e+00   5.800000e+01   4.583983e-01
  8.800000e+01   8.065000e+02   0.000000e+00   5.900000e+01   4.358245e-01
  8.800000e+01   8.065000e+02   0.000000e+00   6.000000e+01   4.470619e-01
  8.800000e+01   8.065000e+02   0.000000e+00   6.100000e+01   4.582901e-01
  8.800000e+01   8.055000e+02   0.000000e+00   6.200000e+01   4.365856e-01
  8.800000e+01   8.055000e+02   0.000000e+00   6.300000e+01   4.476910e-01
  8.800000e+01   8.055000e+02   0.000000e+00   6.400000e+01   4.587852e-01
  8.800000e+01   8.045000e+02   0.000000e+00   6.500000e+01   4.378930e-01
  8.800000e+01   8.045000e+02   0.000000e+00   6.600000e+01   4.488657e-01
  8.800000e+01   8.035000e+02   0.000000e+00   6.700000e+01   4.288408e-01
  8.800000e+01   8.035000e+02   0.000000e+00   6.800000e+01   4.396934e-01
  8.800000e+01   8.035000e+02   0.000000e+00   6.900000e+01   4.505328e-01
  8.800000e+01   8.025000e+02   0.000000e+00   7.000000e+01   4.312174e-01
  8.800000e+01   8.025000e+02   0.000000e+00   7.100000e+01   4.419380e-01
  8.800000e+01   8.015000e+02   0.000000e+00   7.200000e+01   4.233905e-01
  8.800000e+01   8.015000e+02   0.000000e+00   7.300000e+01   4.339914e-01
  8.800000e+01   8.015000e+02   0.000000e+00   7.400000e+01   4.445597e-01
  8.800000e+01   8.005000e+02   0.000000e+00   7.500000e+01   4.266327e-01
  8.800000e+01   8.005000e+02   0.000000e+00   7.600000e+01   4.370848e-01
  8.800000e+01   7.995000e+02   0.000000e+00   7.700000e+01   4.198403e-01
  8.800000e+01   7.995000e+02   0.000000e+00   7.800000e+01   4.301777e-01
  8.800000e+01   7.995000e+02   0.000000e+00   7.900000e+01   4.404983e-01
  8.800000e+01   7.985000e+02   0.000000e+00   8.000000e+01   4.238016e-01
  8.800000e+01   7.985000e+02   0.000000e+00   8.100000e+01   4.340089e-01
  8.800000e+01   7.975000e+02   0.000000e+00   8.200000e+01   4.179220e-01
  8.800000e+01   7.975000e+02   0.000000e+00   8.300000e+01   4.280178e-01
  8.800000e+01   7.975000e+02   0.000000e+00   8.400000e+01   4.380955e-01
  8.800000e+01   7.965000e+02   0.000000e+00   8.500000e+01   4.224932e-01
  8.800000e+01   7.965000e+02   0.000000e+00   8.600000e+01   4.324608e-01
  8.800000e+01   7.955000e+02   0.000000e+00   8.700000e+01   4.174056e-01
  8.800000e+01   7.955000e+02   0.000000e+00   8.800000e+01   4.272648e-01
  8.800000e+01   7.945000e+02   0.000000e+00   8.900000e+01   4.127278e-01
  8.800000e+01   7.945000e+02   0.000000e+00   9.000000e+01   4.224802e-01
  8.800000e+01   7.935000e+02   0.000000e+00   9.100000e+01   4.084344e-01
  8.800000e+01   7.935000e+02   0.000000e+00   9.200000e+01   4.180815e-01
  8.800000e+01   7.935000e+02   0.000000e+00   9.300000e+01   4.277094e-01
  8.800000e+01   7.925000e+02   0.000000e+00   9.400000e+01   4.140450e-01
  8.800000e+01   7.925000e+02   0.000000e+00   9.500000e+01   4.235692e-01
  8.800000e+01   7.915000e+02   0.000000e+00   9.600000e+01   4.103489e-01
  8.800000e+01   7.915000e+02   0.000000e+00   9.700000e+01   4.196653e-01
  8.800000e+01   7.905000e+02   0.000000e+00   9.800000e+01   4.068445e-01
  8.800000e+01   7.905000e+02   0.000000e+00   9.900000e+01   4.160535e-01
  8.800000e+01   7.895000e+02   0.000000e+00   1.000000e+02   4.036335e-01
  8.800000e+01   7.895000e+02   0.000000e+00   1.010000e+02   4.127428e-01
  8.800000e+01   7.885000e+02   0.000000e+00   1.020000e+02   4.007043e-01
  8.800000e+01   7.885000e+02   0.000000e+00   1.030000e+02   4.097154e-01
  8.800000e+01   7.875000e+02   0.000000e+00   1.040000e+02   3.980401e-01
  8.800000e+01   7.875000e+02   0.000000e+00   1.050000e+02   4.069546e-01
  8.800000e+01   7.875000e+02   0.000000e+00   1.060000e+02   4.158490e-01
  8.800000e+01   7.865000e+02   0.000000e+00   1.070000e+02   4.044449e-01
  8.800000e+01   7.865000e+02   0.000000e+00   1.080000e+02   4.132442e-01
  8.800000e+01   7.855000e+02   0.000000e+00   1.090000e+02   4.021718e-01
  8.800000e+01   7.855000e+02   0.000000e+00   1.100000e+02   4.108775e-01
  8.800000e+01   7.845000e+02   0.000000e+00   1.110000e+02   4.001216e-01
  8.800000e+01   7.845000e+02   0.000000e+00   1.120000e+02   4.087352e-01
  8.800000e+01   7.835000e+02   0.000000e+00   1.130000e+02   3.982816e-01
  8.800000e+01   7.835000e+02   0.000000e+00   1.140000e+02   4.068045e-01
  8.800000e+01   7.825000e+02   0.000000e+00   1.150000e+02   3.966399e-01
  8.800000e+01   7.825000e+02   0.000000e+00   1.160000e+02   4.050734e-01
  8.800000e+01   7.815000e+02   0.000000e+00   1.170000e+02   3.951475e-01
  8.800000e+01   7.815000e+02   0.000000e+00   1.180000e+02   4.031296e-01
  8.800000e+01   7.805000e+02   0.000000e+00   1.190000e+02   3.934127e-01
  8.800000e+01   7.795000e+02   0.000000e+00   1.200000e+02   3.840148e-01
  8.800000e+01   7.795000e+02   0.000000e+00   1.210000e+02   3.918480e-01
  8.800000e+01   7.785000e+02   0.000000e+00   1.220000e+02   3.826932e-01
  8.800000e+01   7.785000e+02   0.000000e+00   1.230000e+02   3.904442e-01
  8.800000e+01   7.775000e+02   0.000000e+00   1.240000e+02   3.815226e-01
  8.800000e+01   7.775000e+02   0.000000e+00   1.250000e+02   3.891928e-01
  8.800000e+01   7.765000e+02   0.000000e+00   1.260000e+02   3.804949e-01
  8.800000e+01   7.765000e+02   0.000000e+00   1.270000e+02   3.880857e-01
  8.800000e+01   7.755000e+02   0.000000e+00   1.280000e+02   3.796025e-01
  8.800000e+01   7.755000e+02   0.000000e+00   1.290000e+02   3.871153e-01
  8.800000e+01   7.745000e+02   0.000000e+00   1.300000e+02   3.788384e-01
  8.800000e+01   7.745000e+02   0.000000e+00   1.310000e+02   3.862744e-01
  8.800000e+01   7.735000e+02   0.000000e+00   1.320000e+02   3.781957e-01
  8.800000e+01   7.725000e+02   0.000000e+00   1.330000e+02   3.703645e-01
  8.800000e+01   7.725000e+02   0.000000e+00   1.340000e+02   3.776682e-01
  8.800000e+01   7.715000e+02   0.000000e+00   1.350000e+02   3.698662e-01
  8.800000e+01   7.715000e+02   0.000000e+00   1.360000e+02   3.762296e-01
  8.800000e+01   7.705000e+02   0.000000e+00   1.370000e+02   3.685174e-01
  8.800000e+01   7.705000e+02   0.000000e+00   1.380000e+02   3.748224e-01
  8.800000e+01   7.695000e+02   0.000000e+00   1.390000e+02   3.672918e-01
  8.800000e+01   7.685000e+02   0.000000e+00   1.400000e+02   3.599796e-01
  8.800000e+01   7.685000e+02   0.000000e+00   1.410000e+02   3.661840e-01
  8.800000e+01   7.675000e+02   0.000000e+00   1.420000e+02   3.590398e-01
  8.800000e+01   7.675000e+02   0.000000e+00   1.430000e+02   3.651888e-01
  8.800000e+01   7.665000e+02   0.000000e+00   1.440000e+02   3.582067e-01
  8.800000e+01   7.655000e+02   0.000000e+00   1.450000e+02   3.243025e-01
  8.800000e+01   7.655000e+02   0.000000e+00   1.460000e+02   3.574757e-01
  8.800000e+01   7.645000e+02   0.000000e+00   1.470000e+02   3.508419e-01
  8.800000e+01   7.645000e+02   0.000000e+00   1.480000e+02   3.561639e-01
  8.800000e+01   7.635000e+02   0.000000e+00   1.490000e+02   3.491932e-01
  8.800000e+01   7.625000e+02   0.000000e+00   1.500000e+02   3.356779e-01
  8.800000e+01   7.625000e+02   0.000000e+00   1.510000e+02   3.466264e-01
  8.800000e+01   7.615000e+02   0.000000e+00   1.520000e+02   3.400323e-01
  8.800000e+01   7.605000e+02   0.000000e+00   1.530000e+02   3.105174e-01
  8.800000e+01   7.605000e+02   0.000000e+00   1.540000e+02   3.378273e-01
  8.800000e+01   7.595000e+02   0.000000e+00   1.550000e+02   3.315830e-01
  8.800000e+01   7.585000e+02   0.000000e+00   1.560000e+02   2.970927e-01
  8.800000e+01   7.585000e+02   0.000000e+00   1.570000e+02   3.297104e-01
  8.800000e+01   7.575000e+02   0.000000e+00   1.580000e+02   3.180353e-01
  8.800000e+01   7.565000e+02   0.000000e+00   1.590000e+02   2.882965e-01
  8.800000e+01   7.565000e+02   0.000000e+00   1.600000e+02   3.185993e-01
  8.800000e+01   7.555000e+02   0.000000e+00   1.610000e+02   3.024159e-01
  8.800000e+01   7.545000e+02   0.000000e+00   1.620000e+02   2.781483e-01
  8.800000e+01   7.535000e+02   0.000000e+00   1.630000e+02   2.571503e-01
  8.800000e+01   7.535000e+02   0.000000e+00   1.640000e+02   2.904193e-01
  8.800000e+01   7.525000e+02   0.000000e+00   1.650000e+02   2.702083e-01
  8.800000e+01   7.515000e+02   0.000000e+00   1.660000e+02   2.523925e-01
  8.800000e+01   7.515000e+02   0.000000e+00   1.670000e+02   2.777334e-01
  8.800000e+01   7.505000e+02   0.000000e+00   1.680000e+02   2.595196e-01
  8.800000e+01   7.495000e+02   0.000000e+00   1.690000e+02   2.432144e-01
  8.800000e+01   7.485000e+02   0.000000e+00   1.700000e+02   2.285469e-01
  8.800000e+01   7.485000e+02   0.000000e+00   1.710000e+02   2.478923e-01
  8.800000e+01   7.475000e+02   0.000000e+00   1.720000e+02   2.338345e-01
  8.800000e+01   7.465000e+02   0.000000e+00   1.730000e+02   2.210710e-01
  8.800000e+01   7.465000e+02   0.000000e+00   1.740000e+02   2.307250e-01
  8.800000e+01   7.455000e+02   0.000000e+00   1.750000e+02   2.177322e-01
  8.800000e+01   7.445000e+02   0.000000e+00   1.760000e+02   2.058656e-01
  8.800000e+01   7.435000e+02   0.000000e+00   1.770000e+02   1.949947e-01
  8.800000e+01   7.435000e+02   0.000000e+00   1.780000e+02   1.994624e-01
  8.800000e+01   7.425000e+02   0.000000e+00   1.790000e+02   1.888482e-01
  8.800000e+01   7.415000e+02   0.000000e+00   1.800000e+02   1.790794e-01
  8.800000e+01   7.405000e+02   0.000000e+00   1.810000e+02   1.700641e-01
  8.800000e+01   7.405000e+02   0.000000e+00   1.820000e+02   1.699891e-01
  8.800000e+01   7.395000e+02   0.000000e+00   1.830000e+02   1.621999e-01
  8.800000e+01   7.385000e+02   0.000000e+00   1.840000e+02   1.548893e-01
  8.800000e+01   7.375000e+02   0.000000e+00   1.850000e+02   1.478217e-01
  8.800000e+01   7.365000e+02   0.000000e+00   1.860000e+02   1.411917e-01
  8.800000e+01   7.365000e+02   0.000000e+00   1.870000e+02   1.316000e-01
  8.800000e+01   7.355000e+02   0.000000e+00   1.880000e+02   1.266789e-01
  8.800000e+01   7.345000e+02   0.000000e+00   1.890000e+02   1.219468e-01
  8.800000e+01   7.335000e+02   0.000000e+00   1.900000e+02   1.174093e-01
  8.800000e+01   7.325000e+02   0.000000e+00   1.910000e+02   1.097339e-01
  8.800000e+01   7.315000e+02   0.000000e+00   1.920000e+02   6.729091e-02
  8.800000e+01   7.315000e+02   0.000000e+00   1.930000e+02   7.632526e-02
  8.800000e+01   7.305000e+02   0.000000e+00   1.940000e+02   8.161358e-02
  8.800000e+01   7.295000e+02   0.000000e+00   1.950000e+02   8.383619e-02
  8.800000e+01   7.285000e+02   0.000000e+00   1.960000e+02   8.432712e-02
  8.800000e+01   7.275000e+02   0.000000e+00   1.970000e+02   7.097656e-02
  8.800000e+01   7.265000e+02   0.000000e+00   1.980000e+02   6.094328e-02
  8.800000e+01   7.255000e+02   0.000000e+00   1.990000e+02   5.316623e-02
  8.800000e+01   7.255000e+02   0.000000e+00   2.000000e+02   5.014239e-02
  8.800000e+01   7.245000e+02   0.000000e+00   2.010000e+02   5.270775e-02
  8.800000e+01   7.235000e+02   0.000000e+00   2.020000e+02   5.121862e-02
  8.850000e+01   7.745000e+02   0.000000e+00  -2.600000e+02   5.980787e-02
  8.850000e+01   7.755000e+02   0.000000e+00  -2.590000e+02   5.926209e-02
  8.850000e+01   7.755000e+02   0.000000e+00  -2.580000e+02   5.287072e-02
  8.850000e+01   7.765000e+02   0.000000e+00  -2.570000e+02   7.490254e-02
  8.850000e+01   7.775000e+02   0.000000e+00  -2.560000e+02   7.123218e-02
  8.850000e+01   7.775000e+02   0.000000e+00  -2.550000e+02   6.144730e-02
  8.850000e+01   7.785000e+02   0.000000e+00  -2.540000e+02   9.652219e-02
  8.850000e+01   7.795000e+02   0.000000e+00  -2.530000e+02   9.030971e-02
  8.850000e+01   7.805000e+02   0.000000e+00  -2.520000e+02   7.559431e-02
  8.850000e+01   7.805000e+02   0.000000e+00  -2.510000e+02   1.092856e-01
  8.850000e+01   7.815000e+02   0.000000e+00  -2.500000e+02   1.173883e-01
  8.850000e+01   7.815000e+02   0.000000e+00  -2.490000e+02   1.150552e-01
  8.850000e+01   7.825000e+02   0.000000e+00  -2.480000e+02   1.240656e-01
  8.850000e+01   7.825000e+02   0.000000e+00  -2.470000e+02   1.221778e-01
  8.850000e+01   7.835000e+02   0.000000e+00  -2.460000e+02   1.323156e-01
  8.850000e+01   7.845000e+02   0.000000e+00  -2.450000e+02   1.434289e-01
  8.850000e+01   7.845000e+02   0.000000e+00  -2.440000e+02   1.423239e-01
  8.850000e+01   7.855000e+02   0.000000e+00  -2.430000e+02   1.554149e-01
  8.850000e+01   7.855000e+02   0.000000e+00  -2.420000e+02   1.470287e-01
  8.850000e+01   7.865000e+02   0.000000e+00  -2.410000e+02   1.630377e-01
  8.850000e+01   7.865000e+02   0.000000e+00  -2.400000e+02   1.526697e-01
  8.850000e+01   7.875000e+02   0.000000e+00  -2.390000e+02   1.706012e-01
  8.850000e+01   7.885000e+02   0.000000e+00  -2.380000e+02   1.912278e-01
  8.850000e+01   7.885000e+02   0.000000e+00  -2.370000e+02   1.797560e-01
  8.850000e+01   7.895000e+02   0.000000e+00  -2.360000e+02   2.033673e-01
  8.850000e+01   7.895000e+02   0.000000e+00  -2.350000e+02   1.870061e-01
  8.850000e+01   7.905000e+02   0.000000e+00  -2.340000e+02   2.146488e-01
  8.850000e+01   7.905000e+02   0.000000e+00  -2.330000e+02   1.931620e-01
  8.850000e+01   7.915000e+02   0.000000e+00  -2.320000e+02   2.251079e-01
  8.850000e+01   7.915000e+02   0.000000e+00  -2.310000e+02   2.006083e-01
  8.850000e+01   7.925000e+02   0.000000e+00  -2.300000e+02   2.382069e-01
  8.850000e+01   7.925000e+02   0.000000e+00  -2.290000e+02   2.092247e-01
  8.850000e+01   7.935000e+02   0.000000e+00  -2.280000e+02   2.544208e-01
  8.850000e+01   7.935000e+02   0.000000e+00  -2.270000e+02   2.154190e-01
  8.850000e+01   7.945000e+02   0.000000e+00  -2.260000e+02   2.621686e-01
  8.850000e+01   7.945000e+02   0.000000e+00  -2.250000e+02   2.239142e-01
  8.850000e+01   7.955000e+02   0.000000e+00  -2.240000e+02   2.700271e-01
  8.850000e+01   7.955000e+02   0.000000e+00  -2.230000e+02   2.364839e-01
  8.850000e+01   7.965000e+02   0.000000e+00  -2.220000e+02   2.785673e-01
  8.850000e+01   7.965000e+02   0.000000e+00  -2.210000e+02   2.577480e-01
  8.850000e+01   7.975000e+02   0.000000e+00  -2.200000e+02   2.878643e-01
  8.850000e+01   7.975000e+02   0.000000e+00  -2.190000e+02   2.854969e-01
  8.850000e+01   7.985000e+02   0.000000e+00  -2.180000e+02   2.946904e-01
  8.850000e+01   7.985000e+02   0.000000e+00  -2.170000e+02   2.921686e-01
  8.850000e+01   7.995000e+02   0.000000e+00  -2.160000e+02   3.017458e-01
  8.850000e+01   7.995000e+02   0.000000e+00  -2.150000e+02   2.993062e-01
  8.850000e+01   8.005000e+02   0.000000e+00  -2.140000e+02   3.092906e-01
  8.850000e+01   8.005000e+02   0.000000e+00  -2.130000e+02   3.069420e-01
  8.850000e+01   8.005000e+02   0.000000e+00  -2.120000e+02   3.046308e-01
  8.850000e+01   8.015000e+02   0.000000e+00  -2.110000e+02   3.151114e-01
  8.850000e+01   8.015000e+02   0.000000e+00  -2.100000e+02   3.124620e-01
  8.850000e+01   8.025000e+02   0.000000e+00  -2.090000e+02   3.231203e-01
  8.850000e+01   8.025000e+02   0.000000e+00  -2.080000e+02   3.191841e-01
  8.850000e+01   8.025000e+02   0.000000e+00  -2.070000e+02   3.152456e-01
  8.850000e+01   8.035000e+02   0.000000e+00  -2.060000e+02   3.263535e-01
  8.850000e+01   8.035000e+02   0.000000e+00  -2.050000e+02   3.224314e-01
  8.850000e+01   8.035000e+02   0.000000e+00  -2.040000e+02   3.185079e-01
  8.850000e+01   8.045000e+02   0.000000e+00  -2.030000e+02   3.300958e-01
  8.850000e+01   8.045000e+02   0.000000e+00  -2.020000e+02   3.261928e-01
  8.850000e+01   8.055000e+02   0.000000e+00  -2.010000e+02   3.382691e-01
  8.850000e+01   8.055000e+02   0.000000e+00  -2.000000e+02   3.343906e-01
  8.850000e+01   8.055000e+02   0.000000e+00  -1.990000e+02   3.305126e-01
  8.850000e+01   8.065000e+02   0.000000e+00  -1.980000e+02   3.431340e-01
  8.850000e+01   8.065000e+02   0.000000e+00  -1.970000e+02   3.388741e-01
  8.850000e+01   8.065000e+02   0.000000e+00  -1.960000e+02   3.340301e-01
  8.850000e+01   8.075000e+02   0.000000e+00  -1.950000e+02   3.470242e-01
  8.850000e+01   8.075000e+02   0.000000e+00  -1.940000e+02   3.421787e-01
